Names	dates	cities	reviews	ratings	stars
OpenTable Diner	Dined on May 28, 2012	New York City	Just one thing to say : Perfect !	Overall 5 Food 5 Service 5 Ambience 4	4.7
AsianSpeedy11	Dined on May 18, 2012	New York City	The service was just good. Usually it is superb.	Overall 4 Food 4 Service 3 Ambience 3	5.0
OpenTable Diner	Dined on May 14, 2012	New York City	Food ok, not outstanding. Would expect better for that calibre and price. Nice atmosphere though	Overall 4 Food 3 Service 4 Ambience 5	4.0
KGK57	Dined on May 11, 2012	Charleston	Great food and service. Get the rock shrimp tempura!	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on May 7, 2012	New York City	Good food but very expensive Restaurant decoration needs to be refresh	Overall 2 Food 4 Service 2 Ambience 2	3.0
OpenTable Diner	Dined on May 1, 2012	New York City	Terrific food and excellent service. Will be back.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on April 26, 2012	New York City	Outstanding food as always with Nobu	Overall 5 Food 5 Service 4 Ambience 4	5.0
OpenTable Diner	Dined on April 19, 2012	Mexico City	Crazy expensive wagu beef taco special ($55 for 5 tacos) but delicious!  Black cod was spectacular.	Overall 3 Food 3 Service 4 Ambience 4	5.0
Paolo	Dined on April 16, 2012	New York City	Good food but poor service !! Disappointed. Compared to Nobu London where the service is pleasant !!	Overall 2 Food 4 Service 1 Ambience 2	3.0
OpenTable Diner	Dined on April 16, 2012	New York City	Everything was absolutely amazing.	Overall 5 Food 5 Service 5 Ambience 4	3.0
KGK57	Dined on April 16, 2012	Charleston	The rock shrimp tempura rocks and is a home run!	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on April 16, 2012	New York City	as usual absolutely wonderful !	Overall 5 Food 5 Service 5 Ambience 5	4.7
HungryTourists	Dined on April 11, 2012	Saskatoon	LOVED the food. Would definitely go back.	Overall 5 Food 5 Service 5 Ambience 4	5.0
jerlynb	Dined on April 9, 2012	San Francisco	One of my favorite restaurants! Always a wonderful experience and always looking forward to when I go to NYC. Never disappointing!	Overall 4 Food 5 Service 4 Ambience 4	1.0
SusanL	Dined on April 2, 2012	Los Angeles	Great dinner. Fun wait. We loved the food.	Overall 5 Food 5 Service 5 Ambience 3	3.0
OpenTable Diner	Dined on March 24, 2012	New York City	Ordered the 8 course tasting menu and EVERYTHING was absolutely delicious!! Can't wait to go back!	Overall 5 Food 5 Service 5 Ambience 5	2.0
OpenTable Diner	Dined on March 21, 2012	London	My favorite restaurant hands down.  I won't miss an opportunity to eat at one.	Overall 5 Food 5 Service 5 Ambience 5	1.0
OpenTable Diner	Dined on March 16, 2012	London	Excellent food. Very good service. High price. Minimal (too much) ambient.	Overall 3 Food 4 Service 4 Ambience 2	5.0
Ginna	Dined on March 14, 2012	Los Angeles	Pricy, very nice menu, excellent quality.	Overall 5 Food 5 Service 4 Ambience 4	3.0
OpenTable Diner	Dined on March 1, 2012	New York City	the food was suberb! service was very nice. definitely a foodies treat	Overall 4 Food 5 Service 4 Ambience 3	4.7
OpenTable Diner	Dined on February 28, 2012	New York City	A must to experience when in the city!	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on February 19, 2012	New York City	Desserts are very good, but I was not amazed by the sashimi...maybe a bad choice on my side... I may have to go again to check the tasting menu	Overall 3 Food 3 Service 4 Ambience 3	4.0
OpenTable Diner	Dined on February 16, 2012	New York City	A truly exceptional restaurant. Very interesting taste combinations.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on February 13, 2012	Greater Boston	Meh. We were disappointed.	Overall 2 Food 2 Service 3 Ambience 4	5.0
MargeC	Dined on February 10, 2012	New York City	Some food tasty but, overall, food was uneven. Service was too brusque.	Overall 3 Food 3 Service 2 Ambience 4	4.7
JoanM	Dined on February 10, 2012	New York City	Great Fish & Chips! Just a little disappointed that there was not a good selection of non-alcoholic drinks.	Overall 3 Food 4 Service 4 Ambience 3	5.0
david	Dined on February 10, 2012	New York City	Good food,a little too formal for my taste, overall Good experience. Must try it.	Overall 4 Food 4 Service 3 Ambience 3	3.0
OpenTable Diner	Dined on February 8, 2012	New York City	If you like sushi, this is the place. The food is fresh and delicious. The service is excellent.	Overall 5 Food 5 Service 5 Ambience 4	4.0
Erico	Dined on February 2, 2012	New York City	Great place, great food, poor service	Overall 4 Food 5 Service 1 Ambience 5	4.7
OpenTable Diner	Dined on February 2, 2012	Seattle	Chef's Menu is the way to go....	Overall 4 Food 4 Service 4 Ambience 4	4.7
riversail	Dined on February 1, 2012	New York City	The service was outstanding. The food was ordinary. Worth a visit for first timers.	Overall 3 Food 3 Service 5 Ambience 3	4.0
FrankS	Dined on February 1, 2012	New York City	good but not as special as we expected	Overall 3 Food 3 Service 3 Ambience 2	4.0
adminnie	Dined on February 1, 2012	New York City	Can't say enough good/great things about Nobu. I will definitely return to Nobu frequently!	Overall 5 Food 5 Service 5 Ambience 5	3.0
nick	Dined on February 1, 2012	Greater Boston	Great buy during restaurant week	Overall 5 Food 5 Service 4 Ambience 3	3.0
OpenTable Diner	Dined on February 1, 2012	New York City	A little bit disappointed with the food, not as good as I expected.	Overall 3 Food 3 Service 4 Ambience 3	5.0
OpenTable Diner	Dined on February 1, 2012	Greater Boston	For all the hype, the food was only fair, nothing special. It was good to try out in restaurant week, but none of us will be going back.	Overall 3 Food 2 Service 3 Ambience 4	5.0
OpenTable Diner	Dined on January 30, 2012	New York City	Visiting from Australia , service was superb, the food just brilliant, every dish we had was innovate and tasty A lovely evening	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on January 27, 2012	New York City	Very disappointing. After hearing such wonderful things about Nobu, I have to say that my neighborhood sushi/Japanese place has better quality food.	Overall 2 Food 1 Service 3 Ambience 4	4.7
OpenTable Diner	Dined on January 25, 2012	New York City	Food was pricy for the portion serve and the environment was too noise for me	Overall 3 Food 3 Service 5 Ambience 2	5.0
OpenTable Diner	Dined on January 24, 2012	New York City	We came from Sydney, Australia to eat at Nobu. It was an extraordinary dinning experience. Thank you for beautiful food and service.	Overall 5 Food 5 Service 5 Ambience 4	3.0
VIPreviewer	Dined on January 20, 2012	New York City	The chefs special salad dressing was way too salty. I thought super salty food was for poor people.	Overall 4 Food 4 Service 4 Ambience 4	5.0
GioraO	Dined on January 19, 2012	New York City	Excellent food . Each dish was a master piece.We come over a d over and it is always the best !	Overall 5 Food 5 Service 5 Ambience 5	3.0
KPDines	Dined on January 19, 2012	Phoenix	Didn't quite meet my expectations - good but very expensive.  I like Morimoto better and it's less expensive.	Overall 4 Food 4 Service 4 Ambience 4	4.0
LouiseO	Dined on January 19, 2012	London	It was a great place with a great menu. However we felt really rushed through which was a shame	Overall 4 Food 5 Service 3 Ambience 4	4.0
jenn	Dined on January 16, 2012	New York City	Totally amazing every time I dine at Nobu Tribeca!	Overall 5 Food 5 Service 5 Ambience 5	2.0
PJLoring	Dined on January 12, 2012	Philadelphia	Perfect food, service and comfort. Perfect.	Overall 5 Food 5 Service 5 Ambience 4	3.0
OpenTable Diner	Dined on January 11, 2012	New York City	good food but the design woul be better...it is nobu and not a normal sushi restaurant.	Overall 4 Food 4 Service 4 Ambience 3	5.0
JoshuaK	Dined on January 3, 2012	New York City	Fantastic!! Fantastic!! Fantastic!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on December 30, 2011	New York City	Need to work on your service Nobu.	Overall 3 Food 5 Service 2 Ambience 4	4.7
Beatriz	Dined on December 29, 2011	New York City	Food is really an experience to taste and the service perfect.	Overall 4 Food 5 Service 5 Ambience 3	3.0
review	Dined on December 21, 2011	New York City	The dishes weren't as adventures as I expected. But it was a pleasant meal	Overall 4 Food 4 Service 3 Ambience 3	5.0
OpenTable Diner	Dined on December 21, 2011	Düsseldorf	food very good waiter very good welcome not very warm....	Overall 4 Food 5 Service 4 Ambience 4	4.0
TJBS	Dined on December 20, 2011	Baltimore	Who knew tempura pumpkin would be so good! The service needs improving.	Overall 3 Food 3 Service 2 Ambience 3	4.0
OpenTable Diner	Dined on December 20, 2011	New York City	Perhaps a little past its prime.	Overall 3 Food 3 Service 4 Ambience 3	4.7
OpenTable Diner	Dined on December 13, 2011	New York City	very good restaurant with outstanding food, i am recommending the sushi/sweden	Overall 4 Food 5 Service 5 Ambience 4	5.0
KimB	Dined on December 8, 2011	London	Fantastic and so much more informal than NOBU Met or Mayfair, definitely a must go restaurant every time I'm in New York	Overall 5 Food 5 Service 5 Ambience 4	4.0
Great	Dined on December 6, 2011	New York City	Never disappointing.The food is always perfect.	Overall 5 Food 5 Service 5 Ambience 4	2.0
Rach716	Dined on December 1, 2011	New York City	The service was perfect & the sushi was the best I've ever had. Everything was just absolutely delicious!!	Overall 5 Food 5 Service 5 Ambience 5	2.0
JoaoC	Dined on November 29, 2011	Paris	NOBU is always an experience to repeat over and over again. Great food and a definitely a place to go in a special occasion.	Overall 4 Food 5 Service 4 Ambience 3	5.0
OpenTable Diner	Dined on November 24, 2011	Greater Boston	Did not honor the open table reservation	Overall 4 Food 3 Service 4 Ambience 3	5.0
Pogo	Dined on November 17, 2011	Chicago	Food beyond excellent, just be prepared to pay for it.	Overall 5 Food 5 Service 5 Ambience 4	4.0
CDMGV	Dined on November 7, 2011	New York City	Lunch at Nobu was a wonderful experience: delicious food, beautifully presented; friendly and accommodating service. It is expensive but worth it.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on November 7, 2011	Paris	Decent food - but not surprising or innovative in any way. Decor is very dated.	Overall 3 Food 3 Service 3 Ambience 2	4.7
Sabina	Dined on November 3, 2011	New York City	The food was pretty good, but not worth the price. The noise level was horrendous! It was impoossible to hear our table companions.	Overall 3 Food 4 Service 3 Ambience 1	3.0
AnthonyC	Dined on October 20, 2011	New York City	Cant beat it. Awesome place for a long time	Overall 5 Food 5 Service 5 Ambience 4	4.7
NYCABC	Dined on October 19, 2011	New York City	Unquie Japanese Dishes. The dishes are a bit salty though.	Overall 4 Food 4 Service 3 Ambience 4	4.7
Luc8370	Dined on October 12, 2011	New York City	A very nice surprise. The food was of a premium quality. Also the service was outstanding. Only the noicy envirament was killing.	Overall 4 Food 4 Service 4 Ambience 3	3.0
Carol	Dined on October 11, 2011	Detroit	Excellent food and service; pricey	Overall 5 Food 5 Service 5 Ambience 4	5.0
Jennifer	Dined on October 11, 2011	New York City	Jumped the shark!	Overall 2 Food 2 Service 1 Ambience 4	3.0
OpenTable Diner	Dined on October 6, 2011	New York City	average food way way over priced. No wine knowledge. Expensive and disappointing wines.	Overall 2 Food 3 Service 1 Ambience 2	5.0
OpenTable Diner	Dined on September 27, 2011	New York City	Absolutely one of the best dining experiences I've had in a lifetime of living in NYC and the NYC area.	Overall 5 Food 5 Service 5 Ambience 5	5.0
HZHZ	Dined on September 21, 2011	Los Angeles	Nobu never fails. However, I find the menu selection better at Nobu 57.	Overall 4 Food 4 Service 4 Ambience 4	4.7
richarda	Dined on September 8, 2011	Tahoe	on a scale of 1-10? a solid 9. everything top notch. this is a must go to place once a year or so.	Overall 4 Food 4 Service 4 Ambience 4	5.0
HighLife	Dined on September 8, 2011	London	It was 'ok'. Food and service were good but not outstanding and not worthy of the price and reputation.	Overall 3 Food 3 Service 4 Ambience 3	4.0
TomerMoked	Dined on August 31, 2011	Detroit	The best lunch you can find for an amazing price. everything was incredible.	Overall 4 Food 5 Service 4 Ambience 4	3.0
x7z87	Dined on August 29, 2011	London	More a place to see and be seen than to eat great sushi	Overall 3 Food 3 Service 3 Ambience 4	4.7
AsianSpeedy11	Dined on August 24, 2011	New York City	My favorite Sushi place.  The fish melts in your mouth, better than M&M's	Overall 4 Food 4 Service 4 Ambience 4	5.0
JBST	Dined on August 23, 2011	Chicago	Appetizers & Desserts were first class. However, the sushi sampler was not up to par, I expected better from a place with a reputation like Nobu.	Overall 4 Food 3 Service 4 Ambience 4	3.0
Brick	Dined on August 16, 2011	New York City	Good dinner but far too expensive for what you get.	Overall 4 Food 4 Service 5 Ambience 4	2.0
OpenTable Diner	Dined on August 12, 2011	Austin	"The best sushi I've ever had! And the ""Black Cod...""-appetizer was one of the best things ever!"	Overall 5 Food 5 Service 4 Ambience 4	5.0
OpenTable Diner	Dined on August 8, 2011	San Francisco	absolutely divine. get the omakase.	Overall 5 Food 5 Service 5 Ambience 4	3.0
LucilaP	Dined on August 5, 2011	New York City	The best japanese food I ever had!	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on August 4, 2011	New York City	I was expecting to be blown away. Great sushi and good hot dishes, just not as good as I thought it would be.	Overall 3 Food 3 Service 3 Ambience 5	5.0
DeepaK	Dined on August 3, 2011	Pittsburgh	Great sushi! enjoyed a asparagus tuna roll. My friend had assorted roll and sashimi salad. Both were very good.	Overall 4 Food 4 Service 3 Ambience 3	4.7
KristenC	Dined on August 2, 2011	New York City	The food was great as was the service.	Overall 4 Food 4 Service 4 Ambience 4	5.0
OpenTable Diner	Dined on July 29, 2011	New York City	OUR waitress spilled soysauce on my friend and didnt even notice. We showed her and there was no response from her. BAD experience.	Overall 2 Food 2 Service 1 Ambience 3	4.0
OpenTable Diner	Dined on July 28, 2011	New York City	Set menu was very good service and ambiance could be improved a lot	Overall 3 Food 4 Service 3 Ambience 3	2.0
JamesB	Dined on July 28, 2011	Pittsburgh	Awesome experience and food. Expect to pay a premium for this great restaurant.	Overall 5 Food 5 Service 5 Ambience 4	5.0
OpenTable Diner	Dined on July 27, 2011	New York City	Excellent Chef's tasting menu with fresh fish and produce. Perfect portions!	Overall 5 Food 5 Service 4 Ambience 4	4.7
Bethz	Dined on July 27, 2011	London	Nobueis amazing. Everyone should have the opportunity to enjoy the chef's menu. This was one of the most wonderful meals I've ever had.	Overall 5 Food 5 Service 5 Ambience 5	4.7
hwar	Dined on July 26, 2011	New York City	It was great and pate was incredible	Overall 5 Food 5 Service 5 Ambience 5	5.0
Peater	Dined on July 25, 2011	Richmond	Food was OK. Portions were small. Price was high. I don't know what all the hype is about.	Overall 2 Food 2 Service 2 Ambience 2	5.0
Cynthia	Dined on July 22, 2011	New York City	We had a wonderful lunch. Our fish, especially was excellent, and we left completely satisfied.	Overall 5 Food 5 Service 4 Ambience 4	2.0
OpenTable Diner	Dined on July 20, 2011	New York City	They actually close between lunch and dinner so be forewarned - you will be rushed if you are seated close to the end of lunch service.	Overall 4 Food 4 Service 5 Ambience 3	5.0
EvelyneB	Dined on July 20, 2011	Frankfurt	service is really poor, and unfriendly	Overall 2 Food 3 Service 2 Ambience 2	5.0
OpenTable Diner	Dined on July 15, 2011	Las Vegas	The sashimi salad was salty and the sushi wasn't very fresh.	Overall 3 Food 2 Service 4 Ambience 3	4.0
NewYorkNancy	Dined on July 14, 2011	New York City	Graciously held the table for late arrival. Excellent Restaurant Week lunch included Arctic Char - my favorite fish.	Overall 4 Food 4 Service 3 Ambience 3	5.0
alwaysthere1	Dined on July 14, 2011	New York City	outstanding food . dynamic menu. great for all fish lovers!	Overall 5 Food 5 Service 4 Ambience 3	3.0
Billthom1	Dined on July 14, 2011	New York City	Always excellent- squid pasta was best dish	Overall 5 Food 5 Service 4 Ambience 4	5.0
AmandaD	Dined on July 14, 2011	Atlanta Metro	Amazing food and ambiance. Loved it and will definitely be back!	Overall 5 Food 5 Service 5 Ambience 5	1.0
OpenTable Diner	Dined on July 13, 2011	New York City	My expectations in this place was so high only to get dissapointed..Sushi was not what I expected.Dessert was the only exceptional one...	Overall 2 Food 2 Service 2 Ambience 2	5.0
raquelle	Dined on July 12, 2011	New York City	superb food and professional service	Overall 5 Food 5 Service 5 Ambience 5	4.7
JPJP	Dined on July 11, 2011	New York City	Great food! Nice presentation but the place was a little loud due to a table of cacklling women who were not mindful of other diners.	Overall 4 Food 4 Service 4 Ambience 3	5.0
OpenTable Diner	Dined on July 4, 2011	New York City	Great service. Nice interior. Food is pretty good. Not much variety.	Overall 4 Food 4 Service 5 Ambience 3	3.0
MikeNYC	Dined on June 29, 2011	New York City	Simply awesome. Sublime sushi, gracious service, warm and inviting ambiance. I can't wait to return.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on June 24, 2011	Washington DC	Very good meal, but did not blow away expectations as I had hoped.	Overall 4 Food 4 Service 4 Ambience 3	5.0
SlimG	Dined on June 23, 2011	Columbus	everything about this place is fantastic-the sushi, the food, the service, the decor, and the wine list.  a must-do every time I am in New York.	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on June 15, 2011	New York City	Tuna Tatake was good but a little bit on the salty side. Everything else was delicious. Ambiance was great.	Overall 4 Food 4 Service 4 Ambience 4	5.0
OpenTable Diner	Dined on June 15, 2011	Bavaria	Good food,good service,nice atmosphere. However, Nobu name deserves one tick more on tuna tartare!	Overall 4 Food 4 Service 4 Ambience 4	3.0
OpenTable Diner	Dined on June 13, 2011	New York City	great service, friendly staff. food was very tastey	Overall 5 Food 4 Service 5 Ambience 4	2.0
OpenTable Diner	Dined on June 9, 2011	New York City	Excellent food, excellent service and great decor...what else could you ask for?	Overall 4 Food 5 Service 4 Ambience 4	5.0
DanielaD	Dined on June 9, 2011	New York City	I did like it, but I expected more from Nobu. Sushi was not that good as I thought, but the rock shrimps and the hot appetizers are amazing!	Overall 3 Food 3 Service 2 Ambience 5	4.7
OpenTable Diner	Dined on June 7, 2011	San Francisco	Fun night filled with Celebs during our late night dining experience on a Monday Night	Overall 4 Food 4 Service 2 Ambience 4	3.0
ArianM	Dined on June 2, 2011	New York City	The food was very good, fresh sushi.  We had the tastings menue, a bit expensive but very tasty.	Overall 4 Food 4 Service 4 Ambience 4	2.0
Jenn	Dined on June 2, 2011	Calgary	Amazing food, great ambiance, helpful staff. A great experience! Also a good place for celeb spottings (Karl Lagerfeld)!!!	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on May 30, 2011	London	Excellent food and service. We tried the degustation menu and it's really good.	Overall 5 Food 5 Service 5 Ambience 3	4.0
Fantastic	Dined on May 17, 2011	Los Angeles	Fantasitc meal. Amazing food and service. Could not have been better.	Overall 5 Food 5 Service 5 Ambience 5	4.7
JulianoS	Dined on May 16, 2011	New York City	I liked very much!	Overall 4 Food 4 Service 3 Ambience 4	5.0
CajunDan	Dined on May 11, 2011	Baltimore	Incredible food. The waiter made wonderful recomendations for cold dish, hot dishes, and then sushi rolls. Also, the martinis are great!	Overall 5 Food 5 Service 4 Ambience 5	5.0
Starr	Dined on May 2, 2011	Tampa	Amazing Black Cod and tuna tartar... dessert was sumptuous.	Overall 4 Food 4 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on April 28, 2011	New York City	One of the best nights in my life and my wife's!excelent services!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on April 18, 2011	New York City	What an amazing dining expereince! This is a place where everyone should try at least once in their lifetime!	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on April 14, 2011	New York City	Way too dark and too noisy. It ruined our desire to ever return, despite the excellent food.	Overall 4 Food 5 Service 4 Ambience 1	5.0
OpenTable Diner	Dined on April 11, 2011	London	Could be better light as i had issues reading the menu apart from that very good food and deserts	Overall 3 Food 3 Service 3 Ambience 4	4.0
OpenTable Diner	Dined on April 6, 2011	New York City	Went for lunch. Food quality was not good. Service was poor. Decor is getting tired	Overall 2 Food 2 Service 2 Ambience 2	5.0
OpenTable Diner	Dined on April 4, 2011	Los Angeles	I really thought the food was good, but I prefer a more laid back place... like Bond St. It just felt a little wanky to me..	Overall 4 Food 4 Service 4 Ambience 2	3.0
OpenTable Diner	Dined on March 22, 2011	New York City	I don't know why people think the food isn't what it once was, it is still fantastic	Overall 4 Food 5 Service 5 Ambience 3	5.0
Andy	Dined on March 8, 2011	Hawaii	An excellent experience! The food was fantastic and the service impeccable.	Overall 5 Food 5 Service 5 Ambience 5	5.0
PiaT	Dined on February 28, 2011	New York City	The food was very good, but I have eaten better sushi than this.	Overall 4 Food 4 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on February 24, 2011	New York City	Not that I expected. Everything is just average.	Overall 3 Food 3 Service 4 Ambience 4	4.7
OpenTable Diner	Dined on February 24, 2011	New York City	I recommend the plate black fish code, delicious!!!!	Overall 4 Food 5 Service 4 Ambience 4	4.0
josephS	Dined on February 24, 2011	New York City	Everything was good but didn't live up to all the hype. I'm glad I went but wouldn't rush to go back.	Overall 3 Food 3 Service 3 Ambience 3	3.0
OpenTable Diner	Dined on February 22, 2011	New York City	seating so close to each other.. but food is good for sure	Overall 4 Food 4 Service 3 Ambience 3	3.0
Pitalua	Dined on February 22, 2011	New York City	The food and service were excellent.	Overall 4 Food 4 Service 5 Ambience 4	4.0
OpenTable Diner	Dined on February 21, 2011	New York City	Very good food but small serving sizes	Overall 5 Food 4 Service 5 Ambience 4	4.0
Shenstar	Dined on February 19, 2011	New York City	too congested and noisy... but food was excellent...	Overall 4 Food 4 Service 4 Ambience 2	3.0
Daddy	Dined on February 19, 2011	New York City	maybe past it's prime now - food was good and fresh but nothing too special or remarkable	Overall 3 Food 3 Service 3 Ambience 2	4.7
KathleenP	Dined on February 18, 2011	New York City	We had very high expectations and were not disappointed	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on February 15, 2011	Baltimore	"Rated noise as quiet because we were surprised to find a ""jackhammer"" operating on the street beside the restaurant as we left and we never heard it."	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 12, 2011	London	fantastic expirience. superb food. had a great time.	Overall 5 Food 5 Service 4 Ambience 4	2.0
OpenTable Diner	Dined on February 10, 2011	New York City	High expectation = not so good experience NOthing really special about this restqurant	Overall 3 Food 3 Service 3 Ambience 2	5.0
OpenTable Diner	Dined on February 10, 2011	New York City	Glad we got a table . But the food wasn't as great as I expected. Overall I enjoyed my lunch there.	Overall 3 Food 3 Service 3 Ambience 3	4.7
JohnF	Dined on February 10, 2011	London	still delivers after all these years - just delicious!	Overall 5 Food 5 Service 5 Ambience 4	4.7
OpenTable Diner	Dined on February 8, 2011	New York City	Servers and hostess were not attentive, smiled, nor friendly- maybe because it was during lunch. But that is no excuse. Will rethink coming back.	Overall 2 Food 3 Service 1 Ambience 2	5.0
OpenTable Diner	Dined on February 3, 2011	New York City	The food was notoriously delicious. Just perfect. The service was surprisingly terrible.	Overall 4 Food 5 Service 2 Ambience 4	5.0
bigbur	Dined on February 2, 2011	New York City	Good but not exciting. Fairly pricey.ou I	Overall 3 Food 3 Service 4 Ambience 3	2.0
World2	Dined on February 2, 2011	New York City	We enjoyed a variety of creative , as well as traditional sushi, dishes. The service was good . The food presentation and taste was excellent	Overall 4 Food 4 Service 3 Ambience 3	4.7
OpenTable Diner	Dined on January 28, 2011	Washington DC	Hopefully not what it is like outside of Restaurant Week....	Overall 2 Food 2 Service 2 Ambience 2	4.0
OpenTable Diner	Dined on January 26, 2011	New York City	I have to say the sushi wasn't spectacular, but everything else was.	Overall 4 Food 4 Service 5 Ambience 3	4.7
OpenTable Diner	Dined on January 24, 2011	New York City	I noticed that the dessert for the restaurant week menue was wonderful. It matched with the main dish.	Overall 4 Food 4 Service 4 Ambience 4	2.0
OpenTable Diner	Dined on January 24, 2011	Los Angeles	Sensational food service and ambience	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on January 13, 2011	New York City	We love Nobu, so this is a must when we're in NY	Overall 4 Food 4 Service 4 Ambience 4	4.7
DanielH	Dined on January 6, 2011	New York City	This was my first time at Nobus and the staff and food were amazing.	Overall 5 Food 4 Service 4 Ambience 5	4.7
lizzy	Dined on January 3, 2011	New York City	it was wonderful. i loved it so much.	Overall 4 Food 4 Service 4 Ambience 4	5.0
Sturm	Dined on January 3, 2011	Miami	Nice restaurant, Nobu always are. The food was good, but the menu could have some new dishes.	Overall 4 Food 4 Service 3 Ambience 3	4.0
Charlotte	Dined on December 30, 2010	Greater Boston	Amazing food and very good cocktail.	Overall 4 Food 5 Service 4 Ambience 4	4.0
DavidC	Dined on December 29, 2010	New York City	Good restaurant but not very impressed.     Inside seemed a bit too dark, and the food wasn't spectacular.   A bit disappointed.	Overall 3 Food 3 Service 4 Ambience 3	4.0
OpenTable Diner	Dined on December 24, 2010	Washington DC	Went for Lunch...the ambiance may be better if you go for dinner.  The food was okay, the best I've had though.	Overall 3 Food 3 Service 4 Ambience 3	4.7
OpenTable Diner	Dined on December 23, 2010	New York City	Very disappointed with the over sauced food and poor services.	Overall 1 Food 1 Service 1 Ambience 3	4.0
OpenTable Diner	Dined on December 22, 2010	New York City	I took my wife and two young daughters. We got there early and were promptly seated. The food and service were superb.	Overall 5 Food 5 Service 5 Ambience 4	3.0
Ceez	Dined on December 20, 2010	New York City	As expected, everything related to the meal, was fantastic! Our server was outstanding, Thank you! Can't wait to return.	Overall 5 Food 5 Service 5 Ambience 4	5.0
Ollee	Dined on December 9, 2010	Glasgow	Excellent experience from walking in the door. First class service and devine food. Could not fault anything about it.	Overall 5 Food 5 Service 5 Ambience 5	4.7
JohnH	Dined on November 25, 2010	Tampa	The sushi was very high quality and other dishes simple, but fantastic. Service was timely and very helpful.	Overall 5 Food 5 Service 5 Ambience 4	4.0
OpenTable Diner	Dined on November 24, 2010	Los Angeles	WAY overprice for what it was. I've had dinners at japanese restaurants that are twice as good for one half the cost	Overall 2 Food 2 Service 4 Ambience 3	3.0
Ghenghis	Dined on November 22, 2010	Chicago	amazing omakaze; it was everything I ever dreamed it would be	Overall 5 Food 5 Service 5 Ambience 4	2.0
OpenTable Diner	Dined on November 22, 2010	Chicago	Having dined at Nobu in Midtown, I was quite disappointed with the Tribeca location.  I won't make that mistake again.	Overall 2 Food 3 Service 2 Ambience 1	5.0
Dusty	Dined on October 28, 2010	London	1st time visit, but loved every minute! Great service.	Overall 4 Food 5 Service 5 Ambience 3	5.0
OpenTable Diner	Dined on October 27, 2010	New York City	favorite restaurant in the city	Overall 5 Food 5 Service 5 Ambience 5	4.7
ROBERTO	Dined on October 26, 2010	New York City	I can not believe it the taste, flavor and originallity of de food. Brilliant, excellent.	Overall 4 Food 5 Service 4 Ambience 3	4.7
LarryP	Dined on October 26, 2010	Fort Lauderdale	THE FOOD WAS SUPERB	Overall 5 Food 5 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on October 25, 2010	New York City	The cold starters and warm dishes were okay. I would not recommend the sushi.	Overall 3 Food 2 Service 3 Ambience 3	4.0
OpenTable Diner	Dined on October 20, 2010	New York City	We had choosen Okamase. Everything was just perfect, from the beginning to the dessert.	Overall 5 Food 5 Service 5 Ambience 5	3.0
Mini	Dined on October 12, 2010	New York City	too expensive.. sushi was so small but delicious. but $25 lunch menu was not so good!	Overall 3 Food 3 Service 3 Ambience 3	5.0
Sahlawi	Dined on October 11, 2010	New York City	great food, nice place.. service could be better though..	Overall 3 Food 4 Service 2 Ambience 4	4.0
DeniseS	Dined on October 7, 2010	San Francisco	The food was great and we appreciated how accommodating they were since we had a baby with us.	Overall 4 Food 4 Service 4 Ambience 4	3.0
OpenTable Diner	Dined on October 5, 2010	New York City	nice food! nice neighborhood, great experience. Enjoy eating what the celebrities taste.	Overall 5 Food 5 Service 4 Ambience 4	3.0
OpenTable Diner	Dined on September 28, 2010	Los Angeles	I was entering Nobu with excitement, hope, a hungry stomach, etc... yet I left with disappointment. The food wasn't as 'A+' as I was expecting.	Overall 3 Food 2 Service 4 Ambience 4	5.0
Greatoutdoor	Dined on September 23, 2010	New York City	This was a great place to have my birthday dinner	Overall 4 Food 4 Service 3 Ambience 3	5.0
OpenTable Diner	Dined on September 16, 2010	New York City	Food is really average. They are skating by on reputation at this point.	Overall 3 Food 3 Service 2 Ambience 3	4.7
